346238566	-3160	2.34707e-01
346238568	-3160	2.01128e-01
346238570	-3160	1.73525e-01
346238572	-3160	2.06688e-01
346238574	-3160	2.50047e-01
346238576	-3160	2.24201e-01
346238578	-3160	1.23645e-01
346238580	-3160	1.64078e-01
346238582	-3160	2.14978e-01
346238584	-3160	1.59651e-01
346238586	-3160	1.86869e-01
346238588	-3160	2.03640e-01
346238590	-3160	1.66494e-01
346238592	-3160	1.62541e-01
346238594	-3160	2.14416e-01
346238596	-3160	1.90608e-01
346238598	-3160	2.03024e-01
346238600	-3160	2.31827e-01
346238602	-3160	2.36301e-01
346238604	-3160	2.08733e-01
346238606	-3160	2.14286e-01
346238608	-3160	1.56334e-01
346238610	-3160	1.88146e-01
346238612	-3160	2.14448e-01
346238614	-3160	2.13620e-01
346238616	-3160	2.01214e-01
346238618	-3160	1.85793e-01
346238620	-3160	1.81799e-01
346238622	-3160	2.15369e-01
346238624	-3160	1.73665e-01
346238626	-3160	2.11995e-01
346238628	-3160	2.11103e-01
346238630	-3160	2.15843e-01
346238632	-3160	2.42426e-01
346238634	-3160	1.64243e-01
346238636	-3160	1.73924e-01
346238638	-3160	2.55494e-01
346238640	-3160	2.10824e-01
346238642	-3160	2.37675e-01
346238644	-3160	2.35772e-01
346238646	-3160	2.16154e-01
346238648	-3160	1.29842e-01
346238650	-3160	2.57561e-01
346238652	-3160	2.45062e-01
346238654	-3160	2.53094e-01
346238656	-3160	2.15899e-01
346238658	-3160	1.91601e-01
346238660	-3160	1.99738e-01
346238662	-3160	1.90919e-01
346238664	-3160	1.74221e-01
346238666	-3160	1.45244e-01
346238668	-3160	2.63054e-01
346238670	-3160	2.15544e-01
346238672	-3160	1.90903e-01
346238674	-3160	2.17201e-01
346238676	-3160	2.16980e-01
346238678	-3160	1.65214e-01
346238680	-3160	2.03581e-01
346238682	-3160	2.61587e-01
346238684	-3160	1.52594e-01
346238686	-3160	2.28110e-01
346238688	-3160	1.90611e-01
346238690	-3160	2.01389e-01
346238692	-3160	1.45536e-01
346238694	-3160	2.12660e-01
346238696	-3160	2.10768e-01
346238698	-3160	1.93947e-01
346238700	-3160	1.71431e-01
346238702	-3160	1.92183e-01
346238704	-3160	2.51548e-01
346238706	-3160	1.90109e-01
346238708	-3160	1.60529e-01
346238710	-3160	1.51972e-01
346238712	-3160	1.57041e-01
346238714	-3160	2.79098e-01
346238716	-3160	2.33270e-01
346238718	-3160	1.63230e-01
346238720	-3160	2.01979e-01
346238722	-3160	1.88931e-01
346238724	-3160	2.01179e-01
346238726	-3160	1.54520e-01
346238728	-3160	1.61759e-01
346238730	-3160	2.26735e-01
346238732	-3160	1.81141e-01
346238734	-3160	2.38053e-01
346238736	-3160	2.08565e-01
346238738	-3160	2.17184e-01
346238740	-3160	1.75100e-01
346238742	-3160	1.96663e-01
346238744	-3160	1.89906e-01
346238746	-3160	1.61357e-01
346238748	-3160	1.77361e-01
346238750	-3160	1.99909e-01
346238752	-3160	2.11405e-01
346238754	-3160	2.14047e-01
346238756	-3160	1.70265e-01
346238758	-3160	1.80179e-01
346238760	-3160	2.46888e-01
346238762	-3160	1.68427e-01
346238764	-3160	2.28848e-01
346238766	-3160	1.85514e-01
346238768	-3160	2.82633e-01
346238770	-3160	1.97203e-01
346238772	-3160	3.35974e-01
346238774	-3160	2.74159e-01
346238776	-3160	2.46986e-01
346238778	-3160	2.50283e-01
346238780	-3160	2.27330e-01
346238782	-3160	2.03622e-01
346238784	-3160	2.69941e-01
346238786	-3160	2.10728e-01
346238788	-3160	2.10910e-01
346238790	-3160	1.92376e-01
346238792	-3160	2.10351e-01
346238794	-3160	2.50596e-01
346238796	-3160	2.55332e-01
346238798	-3160	2.86879e-01
346238800	-3160	2.05173e-01
346238802	-3160	2.19723e-01
346238804	-3160	2.13700e-01
346238806	-3160	2.74694e-01
346238808	-3160	3.35257e-01
346238810	-3160	3.00310e-01
346238812	-3160	1.99064e-01
346238814	-3160	1.99605e-01
346238816	-3160	1.99520e-01
346238818	-3160	1.99691e-01
346238820	-3160	1.67257e-01
346238822	-3160	1.57791e-01
346238824	-3160	2.06552e-01
346238826	-3160	1.75652e-01
346238828	-3160	1.94210e-01
346238830	-3160	1.78003e-01
346238832	-3160	1.71859e-01
346238834	-3160	1.70364e-01
346238836	-3160	1.34457e-01
346238838	-3160	1.46779e-01
346238840	-3160	2.28020e-01
346238842	-3160	2.16029e-01
346238844	-3160	2.88738e-01
346238846	-3160	1.96611e-01
346238848	-3160	2.00714e-01
346238850	-3160	2.48245e-01
346238852	-3160	1.89016e-01
346238854	-3160	2.34076e-01
346238856	-3160	2.17423e-01
346238858	-3160	2.23393e-01
346238860	-3160	1.97026e-01
346238862	-3160	2.43987e-01
346238864	-3160	1.92751e-01
346238866	-3160	1.81140e-01
346238868	-3160	2.39144e-01
346238870	-3160	2.25841e-01
346238872	-3160	1.83382e-01
346238874	-3160	2.49993e-01
346238876	-3160	2.39088e-01
346238878	-3160	2.31588e-01
346238880	-3160	2.37631e-01
346238882	-3160	2.08035e-01
346238884	-3160	2.56546e-01
346238886	-3160	1.98933e-01
346238888	-3160	2.11043e-01
346238890	-3160	2.05246e-01
346238892	-3160	3.56085e-01
346238894	-3160	2.83169e-01
346238896	-3160	2.51155e-01
346238898	-3160	2.52953e-01
346238900	-3160	2.91186e-01
346238902	-3160	1.94679e-01
346238904	-3160	2.63789e-01
346238906	-3160	2.51985e-01
346238908	-3160	2.26471e-01
346238910	-3160	1.73237e-01
346238912	-3160	2.45365e-01
346238914	-3160	1.90719e-01
