488174838	-2250	2.24E-01
488174844	-2250	1.67E-01
488174850	-2250	2.26E-01
488174856	-2250	2.51E-01
488174862	-2250	1.72E-01
488174868	-2250	1.76E-01
488174874	-2250	2.36E-01
488174880	-2250	2.03E-01
488174886	-2250	2.31E-01
488174892	-2250	1.86E-01
488174898	-2250	2.42E-01
488174904	-2250	2.75E-01
488174910	-2250	1.85E-01
488174916	-2250	2.71E-01
488174922	-2250	2.47E-01
488174928	-2250	1.63E-01
488174934	-2250	2.19E-01
488174940	-2250	2.40E-01
488174946	-2250	2.15E-01
488174952	-2250	2.92E-01
488174958	-2250	2.29E-01
488174964	-2250	1.96E-01
488174970	-2250	2.01E-01
488174976	-2250	2.59E-01
488174982	-2250	2.25E-01
488174988	-2250	2.24E-01
488174994	-2250	2.14E-01
488175000	-2250	2.43E-01
488175006	-2250	2.19E-01
488175012	-2250	2.44E-01
488175018	-2250	1.97E-01
488175024	-2250	2.00E-01
488175030	-2250	3.11E-01
488175036	-2250	2.41E-01
488175042	-2250	2.40E-01
488175048	-2250	2.85E-01
488175054	-2250	2.01E-01
488175060	-2250	2.15E-01
488175066	-2250	2.38E-01
488175072	-2250	1.82E-01
488175078	-2250	2.70E-01
488175084	-2250	2.81E-01
488175090	-2250	1.75E-01
488175096	-2250	2.35E-01
488175102	-2250	2.28E-01
488175108	-2250	2.63E-01
488175114	-2250	1.98E-01
488175120	-2250	2.10E-01
488175126	-2250	2.71E-01
488175132	-2250	2.21E-01
488175138	-2250	1.94E-01
488175144	-2250	1.97E-01
488175150	-2250	2.61E-01
488175156	-2250	2.08E-01
488175162	-2250	1.99E-01
488175168	-2250	2.04E-01
488175174	-2250	2.28E-01
488175180	-2250	2.95E-01
488175186	-2250	2.31E-01
488175192	-2250	2.52E-01
488175198	-2250	2.47E-01
488175204	-2250	1.86E-01
488175210	-2250	2.50E-01
488175216	-2250	2.33E-01
488175222	-2250	2.15E-01
488175228	-2250	2.22E-01
488175234	-2250	1.83E-01
488175240	-2250	2.32E-01
488175246	-2250	1.93E-01
488175252	-2250	2.20E-01
488175258	-2250	2.68E-01
488175264	-2250	2.12E-01
488175270	-2250	2.45E-01
488175276	-2250	1.65E-01
488175282	-2250	1.35E-01
488175288	-2250	1.98E-01
488175294	-2250	2.15E-01
488175300	-2250	2.96E-01
488175306	-2250	2.14E-01
488175312	-2250	1.47E-01
488175318	-2250	1.86E-01
488175324	-2250	2.08E-01
488175330	-2250	2.03E-01
488175336	-2250	2.42E-01
488175342	-2250	3.07E-01
488175348	-2250	2.64E-01
488175354	-2250	1.64E-01
488175360	-2250	2.58E-01
488175366	-2250	3.00E-01
488175372	-2250	2.19E-01
488175378	-2250	2.37E-01
488175384	-2250	2.39E-01
488175390	-2250	2.13E-01
488175396	-2250	3.56E-01
488175402	-2250	2.06E-01
488175408	-2250	2.05E-01
488175414	-2250	2.67E-01
488175420	-2250	2.31E-01
488175426	-2250	2.04E-01
488175432	-2250	1.98E-01
488175438	-2250	2.28E-01
488175444	-2250	2.75E-01
488175450	-2250	2.17E-01
488175456	-2250	2.56E-01
488175462	-2250	1.92E-01
488175468	-2250	2.60E-01
488175474	-2250	2.39E-01
488175480	-2250	1.97E-01
488175486	-2250	1.51E-01
488175492	-2250	2.65E-01
488175498	-2250	2.56E-01
488175504	-2250	1.64E-01
